added,area,lastModified,propertyName,budget,marketValue,agentCpid,assetType,status,requirementId,configuration,requirementDetails,id,added (Type),area (Type),lastModified (Type),propertyName (Type),budget (Type),marketValue (Type),agentCpid (Type),assetType (Type),status (Type),requirementId (Type),configuration (Type),requirementDetails (Type),id (Type)
1734080426,0,1734100226,test,"{'from': '', 'to': ''}",Market Value,INT002,apartment,Closed,RQA126,1 BHK,,2xBU3qd2jAbyxuaLiuHG,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732776048,0,1732795848,NCC urban Greens villa,"{'from': '', 'to': ''}",Market Value,INT001,villa,Pending,RQA078,3BHK,"NCC urban Greens villa, 3 BHK, 4 BHK, Villa 4cr",5D7ibrkK8GuB3drxofYb,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734162595,3000,1734182395,salarpuria sattva luxuria,"{'to': 5.5, 'from': 5}",,CPA363,apartment,Pending,RQA127,4 BHK,4 bhk,5rCB81rih6mltbYWYti0,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733460573,4000,1733480373,JAYANAGAR,"{'from': 1, 'to': 1.25}",,CPA584,bungalow,Pending,RQA109,3BHK,Required Independent  3/4bhk For RENT,6cvBr0y7yVfkDCux6nh4,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732778663,0,1732798463,Embassy Groove,"{'from': '', 'to': ''}",Market Value,INT001,duplex,Pending,RQA087,4BHK,"Duplex or triplex in Embassy Groove , Golf course facing as per market price",9ZNII6u1nrUemSy5lkOj,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732859355,0,1732879155,Prestige Misty Water,"{'from': '', 'to': ''}",Market Value,INT001,apartment,Pending,RQA093,2 BHK,"2 BHK , as per market",AsVawMNUj654K9C6sKbJ,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734921250,3000,1734941050,Addharsh Palm Springs ,"{'from': 4, 'to': 4.2}",,CPA638,apartment,Pending,RQA138,3.5 BHK,"- Budget is 4 Cr
- Upto 3000 sqft
-  Shouldn't be in the ground floor
- 3 or 4 BHK with servant quarters",BgTHhTMwB7by3946EIJ3,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734248082,0,1734267882,Bangalore,"{'from': 0, 'to': 10}",,CPA500,apartment,Pending,RQA130,3 BHK,Any kind of property with only guidance value on paper. ,DlzKiLaZKJBlbXTij7Ms,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733198532,3000,1733218332,South Bangalore ,"{'from': '', 'to': ''}",Market Value,CPA409,apartment,Pending,RQA100,3 BHK,"Sobha morzaria grandeur 
Mahindra windchimes 
Prestige pinewood 
Snn raj lake view",ELSxUsN09YkdObjZCYwo,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733897794,0,1733917594,Chaitniya samarpan,"{'from': '', 'to': ''}",Market Value,CPA609,villa,Pending,RQA123,4BHK,Villa,FJgqSefMyyPbMqUEeI3s,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733772884,0,1733792684,Whitefield ,"{'from': '', 'to': ''}",Market Value,CPA392,apartment,Pending,RQA119,3 BHK,3 bhk budget 2.5 cr,Go08SMhJVDc1gY9L2EWt,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733460573,0,1733480373,Birla Tisya ,"{'from': 2, 'to': 2.5}",,CPA584,apartment,Pending,RQA108,,Required 3bhk Immediate settlement ,H429lKTnMkhNfBgWCARx,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732858857,0,1732878657,Niko homes phase 2,"{'from': '', 'to': ''}",Market Value,INT002,apartment,Pending,RQA090,2 BHK,,LLVQInK5sgHZrdWVhA2L,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733874654,0,1733894454,Prestige shantiniketan ,"{'from': '', 'to': ''}",Market Value,CPA539,apartment,Pending,RQA120,4 BHK,"4BHK ,higher floor ",LcifoAUSnach0rMRE3Iy,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733751097,1369,1733770897,Birla TISYA,"{'from': 2.5, 'to': 2.7}",,CPA584,apartment,Pending,RQA118,3 BHK,Required 3bhk ,NMIfXqK9prb4E1D2zVbi,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734162595,600,1734182395,vaishnavi serein,"{'from': 4.5, 'to': 5}",,CPA363,apartment,Pending,RQA129,1 BHK,,OPc1h4X8u3kyfqRRsB5o,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733540986,1263,1733560786,Prestige Westwoods ,"{'to': 2.25, 'from': 1.7}",,CPA584,apartment,Pending,RQA112,2 BHK,Required urgently 2/2.5bhk Preferred East/West facing Immediate Settlement,OpSvV6w8DrTd3xW12ol1,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732864311,1300,1732884111,Jayanagar /Basavangudi/Jp nagar 4th phase,"{'from': 1.2, 'to': 1.4}",,CPA170,apartment,Pending,RQA095,,"Bhk -2 or 3 Bhk
Facing - East or North 
Age of building - less than 7 years 
Budget - 1.4 cr
Preferred hindu community.
Immediate booking 
Self funding",PqtWp0UTUhXVQI4bnhot,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734580079,0,1734599879,test,"{'from': '', 'to': ''}",Market Value,INT002,apartment,Closed,RQA134,3 BHK,,RQA134,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734659617,0,1734679417,Windmills,"{'from': '', 'to': ''}",Market Value,CPA570,apartment,Pending,RQA135,4 BHK,3/4 BHK,RQA135,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734762864,3000,1734782664,JPNAGAR near Delmia Circle,"{'from': 2.5, 'to': 3.5}",,CPA584,apartment,Pending,RQA136,,Required 3/4bhk Apartment for immediate purchase,RQA136,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734902746,1800,1734922546,Sobha Windsor,"{'from': '', 'to': ''}",Market Value,CPA011,apartment,Pending,RQA137,3 BHK,"3 BHK, 1800 plus sq.ft, above 10th floor, balcony facing should be east, preferred Wings are 3 & 4 mainly and Wings 7 & 8  also fine.
Purchaser is into C component of 30%  total value.",RQA137,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734927491,3000,1734947291,Valmark Apas,"{'from': '', 'to': ''}",Market Value,CPA138,apartment,Pending,RQA139,3.5 BHK,3/4bhk on higher floors(atleast above 5th floor ),RQA139,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734931200,858,1734951000,Birla TISYA,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA141,2 BHK,Required 2bhk ,RQA141,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734931200,1263,1734951000,Prestige Westwoods,"{'from': 17000000, 'to': 19000000}",,CPA584,apartment,Pending,RQA142,2 BHK,Required 2bhk ,RQA142,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734931200,1357,1734951000,Prestige Westwoods,"{'from': 17500000, 'to': 22000000}",,CPA584,apartment,Pending,RQA143,2.5 BHK,Required 2.5bhk,RQA143,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734931464,1700,1734951264,Prestige Westwoods ,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA144,3 BHK,Required 3bhk,RQA144,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734931464,0,1734951264,Prestige Westwoods ,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA145,4 BHK,Required 4bhk,RQA145,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734931464,2200,1734951264,JPNAGAR Near Delmia circle,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA146,3 BHK,Required 3bhk ,RQA146,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735097072,3000,1735116872,Jayanagar,"{'from': 1, 'to': 1.5}",,CPA584,bungalow,Pending,RQA147,4BHK,Required urgently 3/4bhk Independent House / Bunglow for RENT ,RQA147,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735155299,0,1735175099,Whtefield,"{'from': 5, 'to': 5.5}",,CPA094,villa,Pending,RQA148,4BHK,4bhk Villa in 5 Cr budget around Whitefield area in a budget of 5CR,RQA148,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735155299,0,1735175099,HSR Layout or Koramangala,"{'from': 8, 'to': 9}",,CPA094,independent building,Pending,RQA149,Commercial Building,Plot or rental yielding property ,RQA149,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735259879,0,1735279679,Manyatha Song of the Earth,"{'from': '', 'to': ''}",Market Value,CPA071,plot,Pending,RQA150,,60 x 40 plot required for purchase in Manyatha Song of the Earth,RQA150,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735259879,0,1735279679,Manyata Earth Song,"{'from': '', 'to': ''}",Market Value,CPA071,plot,Pending,RQA151,,"Required plot for purchase at Manyata Earth Song, 1800 - 2400 sfr",RQA151,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735523268,1387,1735543068,prestige city,"{'from': 1.5, 'to': 1.6}",,CPA239,apartment,Pending,RQA152,3 BHK,3 bhk/1387 sq feet,RQA152,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735733481,1200,1735753281,Arvind Greatlands ,"{'from': '', 'to': ''}",Market Value,CPA664,plot,Pending,RQA153,,ARVIND Greatlands Phase 1,RQA153,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735733481,1067,1735753281,Purva Tivoli Hills,"{'from': 0.76, 'to': 0.81}",,CPA664,plot,Pending,RQA154,,Purva Tivoli Hills,RQA154,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735896133,3000,1735915933,Phoenix Bangalore One West,"{'from': '', 'to': ''}",Market Value,CPA071,apartment,Pending,RQA155,4 BHK,"Purchase of a large 3/4 bhk at Phoenix Bangalore One West
",RQA155,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735952625,1800,1735972425,Prestige Woodland Park,"{'from': '', 'to': ''}",Market Value,CPA411,apartment,Pending,RQA156,3 BHK,Looking for 2 or 3 or 4 BHK flats in Prestige Woodland Park project as per market price,RQA156,int,int,int,str,dict,str,str,str,str,str,str,str,str
1735976091,0,1735995891,Budigere cross ,"{'from': 0, 'to': 10000000}",,CPA662,plot,Pending,RQA157,,,RQA157,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736108988,0,1736128788,Mantri Elite ,"{'from': '', 'to': ''}",Market Value,CPA580,apartment,Pending,RQA158,3 BHK,3bhk for purchase required,RQA158,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736132389,1200,1736152189,Adarsh Savana,"{'from': '', 'to': ''}",Market Value,CPA071,plot,Pending,RQA159,,30x40 site for purchase in Adarsh Savana. East facing required,RQA159,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736140385,3000,1736160185,Jayanagar / JP Nagar,"{'from': '', 'to': ''}",Market Value,CPA071,bungalow,Pending,RQA160,,Require a Independent Bunglow for rent in Jayanagar or JP Nagar for pay school. Min plot area of the bunglow should be 3000 sft. Budget upto 3.5 lakhs/month ,RQA160,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736149633,0,1736169433,North Bangalore,"{'from': 10, 'to': 15}",,CPA643,plot,Pending,RQA161,,"*Urgent Requirement* : Urgently required *Land* for purchase in *North Bengalore* upto 10 - 15 acres. Kindly Call me on 9900097684.

Estate Point",RQA161,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736213138,3000,1736232938,HSR layout ,"{'from': '', 'to': ''}",Market Value,CPA595,independent building,Pending,RQA162,3.5BHK,Looking for individual house 3 or 4bhk,RQA162,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736290446,1080,1736310246,Provident Sunworth City,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA163,3 BHK,Required 3bhk,RQA163,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736458591,1600,1736478391,Mantri webcity,"{'from': '', 'to': ''}",Market Value,CPA688,apartment,Pending,RQA164,,3 bhk except south facing ,RQA164,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736483757,2400,1736503557,Sanjaynagar,"{'from': '', 'to': ''}",Market Value,CPA700,plot,Pending,RQA165,,"60/40 plot sanjaynagar,rmv as per market price commission side by side. ",RQA165,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736489127,1163,1736508927,Prestige Great Acres,"{'from': '', 'to': ''}",Market Value,CPA643,plot,Pending,RQA166,,Required 1163 sft plot in PGA. Budget: 14k. Immediate settlement,RQA166,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736489189,2000,1736508989,Marathalli,"{'from': 2.3, 'to': 2.5}",,CPA705,apartment,Pending,RQA167,,2000 sqft North East 1st to 4th floor,RQA167,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736500066,0,1736519866,Goyal Piccadilly ,"{'from': 1.15, 'to': 1.2}",,CPA688,apartment,Pending,RQA168,,2 bhk flat in higher floors,RQA168,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736549833,5000,1736569633,Commercial ,"{'from': '', 'to': ''}",Market Value,CPA679,commercial building,Pending,RQA169,Commercial Building,"Preleased Commercial units, od reatial  budget 5 cr to 15 cr",RQA169,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736729780,3000,1736749580,Adarsh PREMIA ,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA170,4 BHK,4bedroom,RQA170,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736729780,2891,1736749580,Prestige SouthRidge ,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA171,3 BHK,3bedroom for RENT,RQA171,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736803141,0,1736822941,Brigade Northridge,"{'from': '', 'to': ''}",Market Value,CPA028,apartment,Pending,RQA172,2 BHK,2/3 Bhk,RQA172,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736803141,0,1736822941,Brigade Northridge,"{'from': '', 'to': ''}",Market Value,CPA028,apartment,Pending,RQA173,3 BHK,3Bhk,RQA173,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736849124,1500,1736868924,1500 sq.ft plot in North Bangalore.,"{'from': 0.8, 'to': 0.9}",,CPA628,plot,Pending,RQA174,,Client is looking for a East facing plot in North Bangalore carrying a budget of 90 lakhs to Register immediately and start constructing his home.,RQA174,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736752134,0,1736771934,Sobha Dream Acres,"{'from': '', 'to': ''}",Market Value,CPA570,apartment,Pending,RQA175,2 BHK,,RQA175,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736924721,2400,1736944521,Embassy springs ,"{'from': '', 'to': ''}",Market Value,CPA688,plot,Pending,RQA176,,2400 to 3000 ,RQA176,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736924721,1200,1736944521,Nirvana orchid,"{'from': '', 'to': ''}",Market Value,CPA688,plot,Pending,RQA177,,Plot 1200 ,RQA177,int,int,int,str,dict,str,str,str,str,str,str,str,str
1736935749,1500,1736955549,Kormangala,"{'from': '', 'to': ''}",Market Value,CPA713,apartment,Pending,RQA178,3 BHK,Flat in Kormangala area,RQA178,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737007241,0,1737027041,Esteem Misty Hills ,"{'from': '', 'to': ''}",Market Value,CPA071,plot,Pending,RQA179,,30 x 40 plot in Esteem Misty Hills,RQA179,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737012558,744,1737032358,Vaswani Menlo Park,"{'from': '', 'to': ''}",Market Value,CPA023,apartment,Pending,RQA180,1 BHK,Want to sell,RQA180,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737012558,1635,1737032358,vaswani menlo park,"{'from': '', 'to': ''}",Market Value,CPA023,apartment,Pending,RQA181,3 BHK,want to sell,RQA181,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737165500,3500,1737185300,Pramuk M M Meridian ,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA182,4 BHK,4bhk ,RQA182,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737165500,1300,1737185300,Suguna Pristine Square,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA183,2 BHK,2bhk,RQA183,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737165500,1600,1737185300,Suguna Pristine Square,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA184,3 BHK,3bhk ,RQA184,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737167074,0,1737186874,Total Environment Pursuit of Radical Environment ,"{'from': '', 'to': ''}",Market Value,CPA563,apartment,Pending,RQA185,4 BHK,4bhk L45,RQA185,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737176510,2027,1737196310,Prestige Waterford,"{'from': 3.4, 'to': 3.6}",,CPA752,apartment,Pending,RQA186,3.5 BHK,3.5 BHK in Higher Floor,RQA186,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737194447,3000,1737214247,North Bengaluru,"{'from': 5, 'to': 8}",,CPA752,apartment,Pending,RQA187,4 BHK,3000 Sqft apartment,RQA187,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737199497,3000,1737219297,Vaishnavi Terrace,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA188,3 BHK,3bhk,RQA188,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737199497,3500,1737219297,Vaishnavi Terrace,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA189,4 BHK,4bhk,RQA189,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737199497,3000,1737219297,Total Environment Learning To Fly,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA190,3 BHK,3bhk,RQA190,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737199497,3000,1737219297,Maratt Pimento,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA191,3 BHK,3bhk,RQA191,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737268221,1500,1737288021,Godrej Eternity,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA192,3 BHK,3bedroom,RQA192,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737268221,1700,1737288021,Purva Highland,"{'from': '', 'to': ''}",Market Value,CPA584,apartment,Pending,RQA193,3 BHK,3bedroom,RQA193,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737347218,1800,1737367018,Assetz 63 degree,"{'from': '', 'to': ''}",Market Value,CPA239,apartment,Pending,RQA194,3 BHK,1600 to 1800 sq feet SBA/2 balcony with utility/ East facing/ vastu complaint,RQA194,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737431618,3500,1737451418,hennur road,"{'from': '', 'to': ''}",Market Value,CPA760,penthouse,Pending,RQA195,4BHK,we are looking for pent house in hennur bagalur road,RQA195,int,int,int,str,dict,str,str,str,str,str,str,str,str
1737459638,2400,1737479438,JP Nagar 9th Phase,"{'from': 39600000, 'to': 39600000}",,CPA163,plot,Closed,RQA196,,"40 x60 South Facing ,BDA Plot for sale in JP Nagar 9th phase imm sale...",RQA196,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738123269,2400,1738143069,"HSR, Sarjapur, Koramangala","{'from': '', 'to': ''}",Market Value,CPA825,duplex,Pending,RQA197,4BHK,4bhk duplex /apartment or 3bhk ready to move in or within a year handover ,RQA197,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738123269,1200,1738143069,DLF WESTEND HEIGHTS ,"{'from': 1, 'to': 1.4}",,CPA825,apartment,Pending,RQA198,2 BHK,2BHK OR 3BHK-2T ,RQA198,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738195358,1700,1738215158,Around Koramangala ,"{'from': 2.5, 'to': 2.7}",,CPA838,apartment,Pending,RQA199,3 BHK,3BHK| 1700 sqft| Budget- 2.7cr (slightly flexible),RQA199,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738206999,1500,1738226799,sobha royal chrest 3 bhk,"{'from': '', 'to': ''}",Market Value,CPA363,apartment,Pending,RQA202,3 BHK,"3bhk 3T, east / north/  after 5th floor. ",RQA202,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738301668,2000,1738321468,3bhk/4bhk - Bellary Rd to Hosa Rd,"{'from': '', 'to': ''}",Market Value,CPA058,apartment,Pending,RQA205,3 BHK,"Client looking for 3bhk or Bigger unit around 2000sqft size, Particularly Lake facing Balcony Unit, Middle floors, Locations are Jakkur Hebbal Yelahanka Whitefield Varthur Gunjur Sarjapur Hosa Rd , RTMI / Resale / Within 6months posession",RQA205,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738462183,12075,1738481983,Falcon City,"{'from': '', 'to': ''}",Market Value,CPA422,apartment,Pending,RQA207,2 BHK,2 or 3 BHK ,RQA207,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738551055,3000,1738570855,Bangalore North,"{'from': 0, 'to': 4}",,CPA662,apartment,Pending,RQA208,4 BHK,Apartment/ Villa with 4BHK + Servant Quarter from a Grade A builder in Bangalore North,RQA208,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738559251,1800,1738579051,"  In Brigade metropolis, Brigade lakefront, Durga petals ","{'from': '', 'to': ''}",Market Value,CPA870,apartment,Pending,RQA209,3 BHK,"Wanted 
2-3 BHK semi furnished flat 
In Brigade metropolis, Brigade lakefront, Durga petals 
Modern  apartment   
Highter floor  
 Budget -  2 Cr
Contact  with direct inventory 
  Abhishek
8105213550
Golden Nest Realtors",RQA209,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738641602,2700,1738661402,Ferns Meadows Kothanur ,"{'from': 4, 'to': 5}",,CPA842,villament,Pending,RQA210,4BHK,Villa 4BHK 2700sft 4.5Cr Ferns Meadows in Kothanur,RQA210,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738638112,0,1738657912,Unitech Heritage Estate Yelahanka ,"{'from': 2.5, 'to': 3}",,CPA842,apartment,Closed,RQA211,4 BHK,4BHK Apartment in Unitech Heritage Estate,RQA211,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738641923,0,1738661723,Unitech Heritage Estate Yelahanka,"{'from': 1.3, 'to': 1.5}",,CPA842,apartment,Pending,RQA212,3 BHK,3BHK Unitech Heritage Estate Yelahanka,RQA212,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738641602,2400,1738661402,Asha Township ,"{'from': 4, 'to': 5}",,CPA842,villament,Pending,RQA213,4BHK,4BHK Villa 60*40 2000Sqft 3Cr Asha Township,RQA213,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738642466,0,1738662266,Mantri Webcity ,"{'from': 1.2, 'to': 1.5}",,CPA842,apartment,Pending,RQA214,3 BHK,3 BHK in Mantri Webcity,RQA214,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738992629,2500,1739012429,Devanhalli ,"{'from': '', 'to': ''}",Market Value,CPA842,villa,Pending,RQA215,3BHK,"Villa North Bangalore Near Airport road 
North or East facing
Good amenities with on bigger project area ",RQA215,int,int,int,str,dict,str,str,str,str,str,str,str,str
